code_insee,population,superficie,densite
16174,516,6.3,81.90476190476191
16175,1371,50.66,27.06277141729175
16176,299,9.43,31.70731707317073
16177,118,7.19,16.411682892906814
16178,187,4.12,45.3883495145631
16180,247,10.17,24.287118977384463
16181,521,34.14,15.260691271236086
16182,444,36.03,12.323064113238967
16183,173,19.74,8.763931104356637
16184,86,4.94,17.40890688259109
16185,154,7.97,19.322459222082813
16186,712,21.45,33.193473193473196
16187,2096,5.97,351.0887772194305
16188,339,17.95,18.885793871866294
16189,254,9.67,26.26680455015512
16190,186,14.73,12.627291242362524
16191,181,7.51,24.101198402130493
16192,3867,86.65,44.627813040969414
16193,991,10.04,98.70517928286853
16194,110,11.47,9.590235396687008
16195,294,11.7,25.12820512820513
16196,720,12.17,59.16187345932621
16197,114,6.68,17.065868263473053
16198,459,23.75,19.326315789473686
16199,3223,7.82,412.1483375959079
16200,481,9.35,51.44385026737968
16203,119,11.29,10.54030115146147
16204,1282,43.77,29.289467671921404
16205,535,20.34,26.302851524090464
16206,2117,11.36,186.3556338028169
16207,486,18.41,26.398696360673547
16208,393,11.51,34.144222415291054
16209,824,14.49,56.86680469289165
16210,815,13.34,61.09445277361319
16211,560,12.82,43.68174726989079
16212,389,23.93,16.25574592561638
16213,297,17.45,17.02005730659026
16215,154,5.84,26.36986301369863
16216,833,18.51,45.00270124257158
16217,1100,10.46,105.1625239005736
16218,411,6.51,63.133640552995395
16220,720,5.18,138.996138996139
16221,234,20.11,11.63600198906017
16222,323,26.79,12.056737588652483
16223,2001,43.34,46.16982002768805
16224,717,23.39,30.654125694741342
16225,653,16.05,40.68535825545171
16226,712,8.63,82.50289687137891
16227,140,10.2,13.725490196078432
16229,244,8.01,30.461922596754057
16230,2517,64.85,38.81264456437934
16231,324,22.22,14.581458145814581
16232,2137,23.48,91.01362862010221
16233,1002,15.73,63.69993642720915
16234,708,17.17,41.23471170646476
16236,2377,34.71,68.48170556035724
16237,222,9.08,24.449339207048457
16238,118,4.22,27.962085308056874
16239,136,10.62,12.8060263653484
16240,100,5.88,17.006802721088437
16241,207,5.73,36.12565445026178
16242,1381,68.85,20.058097312999276
16243,1047,16.35,64.03669724770641
16244,2314,9.24,250.43290043290042
16245,918,23.9,38.41004184100419
16246,256,20.84,12.284069097888676
16248,150,14.4,10.416666666666666
16249,385,26.41,14.577811435062475
16250,216,10.39,20.78922040423484
16251,250,18.3,13.66120218579235
16252,151,5.43,27.808471454880298
16253,362,25.42,14.240755310778914
16254,217,8.57,25.320886814469077
16255,139,11.38,12.214411247803163
16256,244,14.67,16.63258350374915
16258,494,25.52,19.357366771159874
16260,273,19.64,13.90020366598778
16261,479,21.06,22.74453941120608
16263,396,11.97,33.08270676691729
16264,320,33.63,9.51531370799881
16267,94,8.94,10.51454138702461
16268,214,11.39,18.788410886742756
16269,902,15.06,59.8937583001328
16270,340,28.15,12.078152753108348
16271,2382,7.26,328.099173553719
16272,555,8.11,68.4340320591862
16273,121,6.87,17.612809315866084
16275,177,12.84,13.785046728971963
16276,741,22.14,33.46883468834688
16277,589,11.06,53.25497287522604
16279,225,14.6,15.41095890410959
16280,2007,21.54,93.17548746518106
16281,3984,24.15,164.9689440993789
16282,533,10.99,48.49863512283894
16283,570,26.73,21.32435465768799
16284,120,9.89,12.133468149646106
16285,406,29.88,13.58768406961178
16286,2940,56.61,51.93428722840488
16287,4295,41.5,103.49397590361446
16289,299,16.08,18.59452736318408
16290,239,14.33,16.678297278436844
16291,7364,10.66,690.8067542213884
16292,3370,13.37,252.05684367988033
16293,491,14.04,34.971509971509974
16295,1322,22.39,59.04421616793211
16297,327,8.99,36.373748609566185
16298,357,11.15,32.01793721973094
16300,1318,28.11,46.88722874421914
16301,226,14.84,15.229110512129381
16302,217,3.66,59.2896174863388
16303,406,17.77,22.847495779403488
16304,965,9.3,103.76344086021504
16306,314,23.65,13.276955602536999
16307,327,10.44,31.32183908045977
16308,1047,26.75,39.14018691588785
16310,215,19.4,11.082474226804125
16312,821,21.0,39.095238095238095
16315,105,8.08,12.995049504950495
16316,386,6.8,56.76470588235294
16317,436,32.1,13.582554517133955
16318,364,13.35,27.265917602996254
16320,895,19.08,46.907756813417194
16321,45,2.25,20.0
16323,468,14.91,31.388329979879277
16325,128,10.09,12.685827552031714
16326,134,4.5,29.77777777777778
16329,763,29.89,25.526932084309134
16330,824,10.87,75.80496780128796
16331,90,7.67,11.734028683181226
16334,123,9.31,13.211600429645541
16335,124,6.66,18.61861861861862
16336,343,21.86,15.690759377859104
16337,899,50.08,17.951277955271568
16338,315,8.24,38.228155339805824
16339,802,44.52,18.01437556154537
16340,1028,15.14,67.89960369881109
16341,3225,2.46,1310.9756097560976
16342,304,13.6,22.35294117647059
16343,295,12.39,23.80952380952381
16345,212,14.39,14.732453092425295
16346,247,12.38,19.951534733441033
16347,511,22.69,22.52093433230498
16348,1288,13.38,96.26307922272048
16349,508,18.31,27.744401966138724
16350,803,14.93,53.784326858673815
16352,223,3.77,59.15119363395225
16353,802,11.27,71.16237799467613
16354,124,7.32,16.939890710382514
16355,1186,23.82,49.79009235936188
16356,32,2.38,13.445378151260504
16357,138,18.21,7.57825370675453
16358,7499,14.65,511.87713310580205
16359,1010,21.8,46.330275229357795
16360,403,9.85,40.91370558375635
16361,313,12.83,24.395946999220577
16362,321,20.15,15.930521091811416
16363,529,27.36,19.334795321637426
16364,66,7.24,9.116022099447514
16365,103,11.62,8.864027538726335
16366,2076,35.19,58.994032395566926
16368,895,14.17,63.161609033168666
16369,976,22.16,44.04332129963899
16370,1157,10.01,115.58441558441558
16372,135,9.37,14.407684098185701
16373,192,10.37,18.514946962391516
16374,9969,12.76,781.269592476489
16375,384,11.93,32.187761944677284
16377,112,7.3,15.342465753424658
16378,573,14.81,38.69007427413909
16379,1477,21.49,68.72964169381108
16380,417,6.13,68.02610114192495
16381,166,7.43,22.341857335127862
16382,718,28.55,25.148861646234675
16383,774,6.77,114.32791728212703
16384,565,18.19,31.061022539857063
16385,1151,9.06,127.0419426048565
16387,463,6.4,72.34375
16388,933,4.22,221.09004739336496
16389,85,7.26,11.707988980716253
16390,228,13.97,16.32068718682892
16392,185,10.87,17.019319227230913
16393,2166,27.46,78.87836853605243
16394,82,6.78,12.094395280235988
16395,298,13.37,22.288706058339567
16396,123,10.15,12.11822660098522
16397,381,14.48,26.312154696132595
16398,99,7.7,12.857142857142858
16399,344,13.37,25.729244577412118
16400,603,14.24,42.34550561797753
16401,146,9.56,15.271966527196652
16402,284,2.82,100.70921985815603
16403,129,9.65,13.367875647668393
16404,111,12.75,8.705882352941176
16405,163,8.8,18.52272727272727
16406,781,21.88,35.694698354661796
16408,714,7.2,99.16666666666666
16409,993,23.65,41.987315010570825
16412,338,7.82,43.22250639386189
16413,135,4.84,27.892561983471076
16414,318,9.17,34.6782988004362
16415,1081,10.93,98.9021043000915
16416,499,22.07,22.609877661984594
16418,1555,8.48,183.37264150943395
16419,326,10.64,30.6390977443609
16420,238,13.42,17.73472429210134
16421,412,10.38,39.691714836223504
16422,829,16.27,50.95267363245237
16423,247,5.25,47.04761904761905
16424,533,22.56,23.625886524822697
16425,559,18.9,29.57671957671958
17002,133,5.36,24.813432835820894
17003,4343,16.76,259.12887828162286
17004,209,1.19,175.63025210084035
17005,196,10.87,18.03127874885005
17006,250,7.65,32.6797385620915
17007,316,9.44,33.47457627118644
17008,2295,28.63,80.1606706252183
17009,1204,10.74,112.10428305400372
17010,4063,7.86,516.9211195928752
17011,395,8.81,44.835414301929625
17012,155,7.43,20.861372812920592
17013,348,18.63,18.679549114331724
17015,745,21.74,34.26862925482981
17016,775,4.48,172.99107142857142
17017,702,16.61,42.26369656833233
17018,856,15.7,54.52229299363058
17019,1302,10.95,118.9041095890411
17020,350,12.66,27.646129541864138
17021,3672,26.22,140.04576659038904
17022,984,18.64,52.78969957081545
17023,374,8.73,42.84077892325315
17024,1324,30.97,42.75104940264772
17025,703,20.5,34.292682926829265
17026,390,11.65,33.47639484978541
17027,470,14.64,32.10382513661202
17028,9397,12.22,768.9852700490998
17029,199,9.63,20.664589823468326
17030,559,12.75,43.84313725490196
17031,198,6.94,28.530259365994233
17032,809,12.18,66.42036124794745
17033,496,21.25,23.341176470588234
17034,459,8.07,56.87732342007435
17035,109,8.28,13.16425120772947
17036,780,14.51,53.756030323914544
17037,651,12.48,52.16346153846154
17038,693,40.23,17.225950782997764
17039,214,4.5,47.55555555555556
17041,1715,46.62,36.78678678678679
17042,445,9.35,47.593582887700535
17043,744,24.9,29.87951807228916
17044,1149,25.45,45.147347740667975
17045,1022,9.71,105.25231719876415
17046,375,8.73,42.955326460481096
17047,237,8.71,27.21010332950631
17048,321,9.42,34.07643312101911
17049,78,5.75,13.565217391304348
17050,519,21.12,24.573863636363637
17051,2280,12.18,187.192118226601
17052,700,21.6,32.407407407407405
17053,1317,15.47,85.13251454427925
17054,203,11.19,18.141197497765862
17055,348,13.98,24.892703862660944
17056,612,14.54,42.09078404401651
17057,911,15.2,59.934210526315795
17058,3515,12.4,283.46774193548384
17059,1394,2.68,520.1492537313433
17060,229,3.11,73.63344051446946
17061,139,4.14,33.574879227053145
17062,220,16.67,13.19736052789442
17063,460,16.07,28.624766645924083
17064,3031,19.99,151.62581290645323
17065,1823,22.25,81.93258426966293
17066,232,7.49,30.97463284379172
17067,172,6.3,27.301587301587304
17068,246,7.22,34.07202216066482
17069,231,5.94,38.888888888888886
17070,940,21.26,44.21448730009407
17071,513,18.84,27.229299363057326
17072,1324,9.19,144.069640914037
17073,1282,9.98,128.4569138276553
17074,1069,34.78,30.73605520414031
17075,1422,15.12,94.04761904761905
17076,321,6.0,53.5
17077,1267,41.88,30.2531041069723
17078,514,14.11,36.42806520198441
17079,1628,10.03,162.31306081754738
17080,978,18.33,53.355155482815064
17081,369,8.19,45.05494505494506
17082,516,12.89,40.031031807602794
17083,620,19.53,31.746031746031743
17084,683,17.03,40.10569583088667
17085,407,12.02,33.86023294509152
17086,3585,26.53,135.13004146249529
17087,207,5.72,36.188811188811194
17089,1005,10.27,97.85783836416748
17091,2007,37.54,53.46297282898242
17092,164,2.38,68.90756302521008
17093,4312,15.67,275.1754945756222
17094,6024,6.59,914.1122913505311
17095,213,9.64,22.095435684647303
17096,77,2.26,34.07079646017699
17097,798,12.01,66.44462947543714
17098,592,20.23,29.26347009391992
17099,655,28.21,23.218716767103864
17100,1125,29.88,37.65060240963856
17101,327,16.58,19.72255729794934
17102,1271,13.43,94.63886820551005
17104,1099,21.77,50.48231511254019
17105,311,20.66,15.053242981606969
17106,316,5.2,60.76923076923077
17107,1509,25.76,58.57919254658385
17108,411,6.83,60.17569546120058
17109,1458,6.29,231.79650238473766
17110,975,43.08,22.63231197771588
17111,829,15.84,52.33585858585859
17112,714,5.18,137.83783783783784
17113,713,17.84,39.96636771300449
17114,207,14.78,14.005412719891746
17115,305,7.14,42.7170868347339
17116,232,9.13,25.410733844468783
17117,138,12.32,11.2012987012987
17118,333,11.57,28.78133102852204
17119,1177,17.49,67.29559748427674
17120,1908,27.18,70.19867549668874
17121,1103,8.8,125.34090909090908
17122,233,9.16,25.436681222707424
17124,431,15.46,27.878395860284606
17125,457,6.77,67.50369276218612
17126,302,6.2,48.70967741935484
17127,1879,19.11,98.32548403976976
17128,700,12.66,55.292259083728275
17129,418,14.97,27.922511690046758
17130,476,13.21,36.0333080999243
17131,2144,16.56,129.46859903381645
17132,648,16.06,40.34869240348693
17133,878,14.72,59.64673913043478
17134,436,4.81,90.64449064449065
17135,222,10.96,20.255474452554743
17136,1298,4.83,268.73706004140786
17137,223,2.62,85.11450381679388
17138,279,14.04,19.871794871794872
17139,348,19.33,18.003103983445424
17140,3142,29.02,108.27015851137146
17141,474,8.29,57.17732207478891
17142,5803,18.35,316.2397820163487
17143,700,18.35,38.14713896457766
17145,485,17.08,28.39578454332553
17146,3548,14.72,241.03260869565216
17147,1386,20.34,68.14159292035399
17148,453,10.55,42.93838862559242
17149,60,8.05,7.453416149068322
17150,525,14.29,36.73897830650805
17151,887,5.49,161.5664845173042
17152,880,23.4,37.60683760683761
17153,2079,7.45,279.06040268456377
17154,718,9.66,74.3271221532091
17155,2667,11.55,230.9090909090909
17156,135,5.66,23.851590106007066
17157,162,9.36,17.30769230769231
17158,1183,7.59,155.86297760210803
17159,361,8.28,43.59903381642513
17160,433,16.02,27.028714107365793
17161,2903,12.32,235.63311688311688
17162,197,18.86,10.445387062566278
17163,511,13.87,36.8421052631579
17164,2317,11.58,200.08635578583764
17165,391,10.27,38.07205452775073
17166,1321,13.58,97.27540500736377
17167,770,29.55,26.057529610829103
17168,3998,9.51,420.39957939011566
17171,772,15.9,48.55345911949686
17172,2945,31.93,92.23300970873787
17173,229,37.03,6.184174993248717
17174,922,34.41,26.79453647195583
17175,647,14.42,44.868238557558946
17176,104,11.0,9.454545454545455
17177,117,5.97,19.597989949748744
17178,72,2.7,26.666666666666664
17179,1793,12.96,138.34876543209876
17180,88,8.01,10.986267166042447
17181,315,6.1,51.63934426229508
17182,549,11.48,47.822299651567945
17183,943,20.06,47.00897308075773
17184,585,18.16,32.213656387665196
17185,2103,36.09,58.27098919368245
17186,968,7.55,128.21192052980132
17187,495,9.18,53.92156862745098
17188,454,18.47,24.58040064970222
17190,2861,4.22,677.9620853080569
17191,429,8.48,50.58962264150943
17192,859,21.95,39.134396355353076
17193,2567,8.42,304.86935866983373
17194,3371,9.45,356.71957671957676
17195,278,8.41,33.055885850178356
17196,546,10.84,50.3690036900369
17197,3542,13.09,270.5882352941176
17198,305,9.25,32.972972972972975
17199,156,9.11,17.12403951701427
17200,7193,8.04,894.6517412935324
17201,482,4.26,113.1455399061033
17202,575,16.05,35.82554517133956
17203,758,15.4,49.22077922077922
17204,303,9.89,30.63700707785642
17205,390,12.46,31.300160513643657
17206,283,14.4,19.65277777777778
17207,735,6.7,109.70149253731343
17208,1055,12.63,83.53127474267616
17209,270,6.24,43.26923076923077
17210,506,17.53,28.86480319452367
17211,754,7.3,103.28767123287672
17212,168,6.13,27.40619902120718
17213,134,11.85,11.308016877637131
17214,529,4.67,113.2762312633833
17215,47,1.72,27.325581395348838
17216,1019,8.79,115.92718998862345
17217,291,11.21,25.958965209634254
17218,4512,82.49,54.69753909564796
17219,6203,51.44,120.58709175738726
17220,412,13.5,30.51851851851852
17221,929,23.98,38.74061718098415
17222,3190,11.91,267.84214945424014
17223,183,9.15,20.0
17224,2178,19.08,114.15094339622642
17225,2178,34.38,63.35078534031413
17226,988,19.38,50.98039215686275
17227,221,5.23,42.25621414913957
17228,3011,23.46,128.3461210571185
17229,225,4.41,51.0204081632653
17230,3131,15.98,195.93241551939926
17231,105,7.24,14.502762430939226
17232,1536,26.17,58.693160106992735
17233,330,8.23,40.09720534629405
17234,356,14.3,24.895104895104893
17235,714,15.06,47.41035856573705
17236,1520,26.94,56.42167780252412
17237,596,21.17,28.153046764289087
17239,446,15.63,28.534868841970567
17240,3222,25.06,128.57142857142858
17241,1564,18.18,86.02860286028603
17242,879,23.64,37.18274111675127
17243,1217,31.6,38.5126582278481
17244,688,14.85,46.32996632996633
17245,908,3.99,227.5689223057644
17246,531,12.03,44.13965087281796
17247,859,9.5,90.42105263157895
17248,922,18.87,48.86062533121356
17249,171,6.53,26.186830015313934
17250,477,12.44,38.344051446945336
17252,306,7.52,40.69148936170213
17253,1351,39.06,34.587813620071685
17254,193,4.18,46.172248803827756
17255,796,3.06,260.1307189542484
17256,323,10.78,29.962894248608535
17257,658,29.97,21.95528862195529
17258,302,10.57,28.57142857142857
17259,155,5.9,26.271186440677965
17260,469,22.72,20.64260563380282
17261,307,15.14,20.277410832232494
17262,1266,20.41,62.02841744243018
17263,588,22.64,25.97173144876325
17264,5811,10.96,530.2007299270073
17265,1221,20.75,58.8433734939759
17266,724,24.15,29.97929606625259
17267,1196,16.47,72.61687917425623
17268,191,10.48,18.225190839694655
17269,697,13.66,51.02489019033675
17270,616,15.93,38.6691776522285
17271,325,12.44,26.125401929260452
17273,998,27.56,36.21190130624093
17274,8741,10.78,810.8534322820037
17275,786,9.05,86.85082872928176
17276,74,2.46,30.08130081300813
17277,1059,30.23,35.03142573602382
17278,777,6.59,117.90591805766313
17279,641,15.48,41.40826873385013
17280,760,16.87,45.05038529934795
17281,160,4.64,34.48275862068966
17282,213,9.6,22.1875
17283,4206,27.63,152.2258414766558
17284,1788,12.41,144.07735697018532
17285,1151,22.55,51.04212860310421
17286,593,8.51,69.68272620446534
17287,266,4.59,57.952069716775604
17288,315,5.22,60.3448275862069
17289,437,6.6,66.21212121212122
17290,293,6.77,43.279172821270315
17291,6659,7.88,845.0507614213199
17292,513,14.6,35.136986301369866
17293,700,13.68,51.16959064327485
17294,195,12.98,15.023112480739599
17295,781,20.45,38.19070904645477
17296,1059,19.92,53.162650602409634
17297,2320,4.52,513.2743362831859
17298,987,18.98,52.002107481559534
17299,23410,21.95,1066.514806378132
17300,77210,28.43,2715.7931762223
17301,70,8.7,8.045977011494253
17302,589,13.25,44.45283018867924
17303,1021,20.79,49.11014911014911
17304,494,5.85,84.44444444444444
17305,407,14.62,27.83857729138167
17306,18638,19.3,965.699481865285
17307,1396,22.09,63.19601629696695
17308,2737,22.49,121.69853268119165
17309,1887,28.36,66.53737658674189
17310,1147,23.83,48.132605958875374
17311,1421,18.83,75.46468401486989
17312,825,30.6,26.96078431372549
17313,383,9.06,42.27373068432671
17314,903,10.41,86.74351585014409
17315,1376,13.64,100.87976539589442
17316,388,18.08,21.460176991150444
17317,564,22.1,25.520361990950224
17318,691,6.8,101.61764705882354
17319,104,4.38,23.744292237442924
17320,409,12.8,31.953125
17321,355,13.94,25.466284074605454
17322,687,17.08,40.22248243559719
17323,1297,11.75,110.38297872340425
17324,111,4.16,26.682692307692307
17325,526,18.44,28.524945770065074
17326,286,16.56,17.270531400966185
17327,317,15.23,20.81418253447144
17328,908,24.22,37.4896779521057
17329,368,6.39,57.58998435054773
17330,1348,40.91,32.95037888046932
17331,1241,11.02,112.61343012704175
17332,391,10.1,38.71287128712871
17333,5246,10.58,495.8412098298677
17334,227,10.69,21.234798877455567
17335,286,6.31,45.324881141045964
17336,2779,19.23,144.51378055122206
17337,3845,46.55,82.59935553168637
17338,1807,27.9,64.76702508960574
17339,1295,18.05,71.74515235457064
17340,1517,24.91,60.899237254114816
17341,182,7.17,25.383542538354256
17342,413,16.09,25.668116842759478
17343,145,3.5,41.42857142857143
17344,1328,25.08,52.950558213716114
17345,297,7.48,39.705882352941174
17346,1475,23.28,63.35910652920962
17347,6744,18.78,359.10543130990413
17348,693,21.61,32.068486811661266
17349,2997,41.42,72.35634958957026
17350,864,8.68,99.53917050691244
17351,2046,47.74,42.857142857142854
17353,2264,27.51,82.29734641948382
17354,653,15.88,41.12090680100756
17355,511,17.78,28.74015748031496
17356,309,16.42,18.81851400730816
17357,531,21.49,24.709167054443927
17358,307,23.21,13.227057302886687
17359,1210,21.21,57.04856199905704
17360,3356,9.84,341.0569105691057
17361,112,4.07,27.518427518427515
17362,299,9.08,32.929515418502206
17363,547,2.78,196.76258992805757
17364,430,11.6,37.06896551724138
17365,469,8.61,54.47154471544716
17366,489,15.71,31.126670910248247
17367,156,8.38,18.61575178997613
17369,2220,4.7,472.3404255319149
17372,82,3.81,21.522309711286088
17373,2333,22.53,103.5508211273857
17374,237,6.15,38.536585365853654
17375,1205,20.31,59.33037912358444
17376,1983,8.82,224.8299319727891
17377,128,7.01,18.25962910128388
17378,432,18.51,23.338735818476497
17379,209,11.01,18.982742960944595
17380,3920,15.69,249.8406628425749
17381,222,5.6,39.642857142857146
17382,550,19.81,27.763755678950027
17383,347,17.59,19.727117680500285
17384,261,6.43,40.59097978227061
17385,6585,40.55,162.39210850801481
17386,348,12.93,26.91415313225058
17387,1920,17.4,110.3448275862069
17388,254,9.11,27.881448957189903
17389,579,11.14,51.974865350089765
17390,114,4.67,24.411134903640257
17391,2425,5.19,467.2447013487476
17393,1760,32.78,53.691275167785236
17394,902,25.21,35.779452598175325
17395,494,7.05,70.0709219858156
17396,1727,19.66,87.84333672431333
17397,2452,47.0,52.170212765957444
17398,167,4.03,41.439205955334984
17400,638,8.13,78.47478474784747
17401,94,7.78,12.082262210796914
17402,158,5.28,29.924242424242422
17403,763,14.08,54.19034090909091
17404,662,8.95,73.96648044692738
17405,198,15.37,12.88223812621991
17406,417,13.49,30.911786508524834
17407,4906,21.82,224.83959670027497
17408,910,16.12,56.4516129032258
17409,3328,20.81,159.92311388755408
17410,575,28.04,20.506419400855922
17411,1133,17.53,64.63205932686822
17412,660,4.61,143.16702819956615
17413,1385,8.27,167.4727932285369
17414,5231,13.29,393.60421369450717
17415,25412,45.55,557.8924259055983
17416,58,7.89,7.3510773130545
17417,167,7.56,22.089947089947092
17418,606,10.22,59.29549902152642
17420,2324,14.03,165.6450463292944
17421,7200,18.07,398.45047039291643
17422,78,6.43,12.130637636080872
17423,75,2.47,30.364372469635626
17424,394,9.62,40.95634095634096
17425,2429,24.85,97.74647887323943
17426,260,5.68,45.774647887323944
17427,217,11.66,18.610634648370496
17428,486,17.12,28.387850467289717
17429,3347,10.93,306.2214089661482
17430,408,13.25,30.79245283018868
17431,721,14.31,50.3843466107617
17432,365,6.26,58.30670926517572
17433,208,7.7,27.01298701298701
17434,6801,28.71,236.88610240334378
17435,174,4.96,35.08064516129032
17436,768,14.25,53.89473684210526
17437,96,4.44,21.62162162162162
17438,299,11.23,26.625111308993766
17439,779,15.7,49.61783439490446
17440,371,5.61,66.13190730837789
17441,1130,12.13,93.15746084089035
17442,381,8.74,43.59267734553776
17443,1778,18.74,94.87726787620065
17444,1696,19.17,88.471570161711
17445,334,12.42,26.89210950080515
17446,463,5.55,83.42342342342343
17447,2020,19.0,106.3157894736842
17448,1180,22.73,51.91377034755829
17449,8142,34.39,236.75487060191915
17450,244,11.43,21.347331583552055
17451,548,21.56,25.417439703153992
17452,4326,69.13,62.577752061333726
17453,1468,14.13,103.89242745930643
17454,378,13.77,27.450980392156865
17455,665,16.37,40.623091020158824
17457,1193,26.83,44.46515095042863
17458,181,6.39,28.32550860719875
17459,560,20.48,27.34375
17460,841,14.04,59.9002849002849
17461,3990,5.97,668.3417085427136
17462,766,9.65,79.37823834196891
17463,1282,5.53,231.82640144665461
17464,158,8.0,19.75
17465,601,13.97,43.020758768790266
17466,2326,13.35,174.23220973782773
17467,236,5.62,41.99288256227758
17468,153,5.02,30.478087649402394
17469,576,13.32,43.24324324324324
17470,228,8.6,26.511627906976745
17471,208,22.27,9.339919173776382
17472,2297,15.84,145.01262626262627
17473,119,10.67,11.152764761012184
17474,742,15.9,46.666666666666664
17476,271,9.97,27.181544633901705
17477,109,8.37,13.022700119474313
17478,61,9.19,6.637649619151252
17479,300,10.01,29.97002997002997
17480,757,9.92,76.31048387096774
17481,168,5.06,33.201581027667984
17482,643,15.61,41.191543882126844
17483,1497,25.75,58.13592233009709
17484,1764,5.66,311.660777385159
17485,1074,6.05,177.5206611570248
17486,688,7.27,94.63548830811555
18001,364,12.75,28.54901960784314
18002,191,13.77,13.870733478576616
18003,1881,14.68,128.133514986376
18004,1097,49.53,22.148193014334748
18005,1074,35.59,30.177016015734754
18006,240,11.79,20.356234096692113
18007,69,30.69,2.2482893450635384
18008,493,18.32,26.91048034934498
18009,278,20.14,13.803376365441906
18010,199,17.55,11.339031339031338
18011,2070,67.35,30.734966592427618
18012,438,14.72,29.755434782608695
18013,301,48.01,6.269527181837118
18014,148,17.05,8.680351906158357
18015,5499,61.53,89.3710385177962
18016,405,10.97,36.91886964448496
18017,286,30.46,9.389363099146422
18018,2804,27.98,100.2144388849178
18019,448,27.62,16.220130340333093
18020,848,25.03,33.87934478625649
18021,272,21.08,12.903225806451614
18022,342,27.87,12.271259418729816
18023,1637,47.78,34.26119715362076
18024,102,12.92,7.894736842105263
18025,610,11.83,51.56382079459002
18026,986,11.01,89.55495004541326
18027,653,35.24,18.530079455164586
18028,1172,30.87,37.96566245545837
18029,299,25.75,11.611650485436893
18030,1008,64.35,15.664335664335665
18031,563,30.08,18.716755319148938
18032,1375,32.71,42.0360745949251
18033,64362,68.74,936.3107361070702
18034,308,3.35,91.94029850746269
18035,1053,39.63,26.570779712339135
18036,524,29.48,17.774762550881952
18037,971,116.3,8.349097162510748
18038,567,13.9,40.79136690647482
18039,322,6.3,51.111111111111114
18040,353,26.69,13.225927313600598
18041,196,24.81,7.900040306328094
18042,345,12.8,26.953125
18043,194,30.94,6.270200387847447
18044,407,18.45,22.059620596205963
18045,404,19.61,20.60173380928098
18046,162,13.91,11.646297627606039
18047,612,10.17,60.176991150442475
18048,380,16.16,23.514851485148515
18049,467,17.14,27.246207701283545
18050,3674,7.83,469.22094508301404
18051,134,28.5,4.701754385964913
18052,1017,47.89,21.236166214240967
18053,290,21.85,13.272311212814644
18054,246,25.66,9.586905689789555
18055,922,10.97,84.04740200546945
18056,236,17.76,13.288288288288287
18057,1740,42.48,40.960451977401135
18058,1425,21.97,64.86117432862996
18059,936,32.8,28.53658536585366
18060,48,2.11,22.748815165876778
18061,88,16.72,5.2631578947368425
18062,266,14.74,18.046132971506104
18063,156,24.06,6.483790523690773
18064,218,13.54,16.100443131462335
18065,802,46.46,17.262160998708566
18066,901,40.87,22.045510154147298
18067,708,50.11,14.128916383955298
18068,34,16.69,2.0371479928100658
18069,412,9.51,43.32281808622503
18070,201,7.45,26.97986577181208
18071,33,16.03,2.0586400499064252
18072,253,19.61,12.901580826109129
18073,200,36.57,5.468963631391851
18074,199,11.62,17.125645438898452
18075,1023,21.16,48.34593572778828
18076,443,21.89,20.237551393330286
18077,366,18.36,19.934640522875817
18078,61,7.65,7.973856209150326
18079,438,18.92,23.150105708245242
18080,146,12.96,11.265432098765432
18081,405,26.49,15.288788221970556
18082,1026,34.57,29.67891235175007
18083,767,20.23,37.91398912506179
18084,203,22.05,9.206349206349206
18085,240,9.38,25.586353944562898
18086,546,4.84,112.80991735537191
18087,3616,50.09,72.19005789578758
18088,210,63.79,3.2920520457752
18089,436,41.6,10.48076923076923
18090,413,31.88,12.954830614805521
18091,253,8.3,30.481927710843372
18092,995,24.48,40.64542483660131
18093,137,18.51,7.401404646137222
18094,334,27.46,12.163146394756009
18095,168,13.06,12.863705972434916
18096,2086,16.21,128.6859962985811
18097,1952,11.08,176.17328519855596
18098,127,8.44,15.047393364928912
18099,221,19.66,11.241098677517803
18100,676,34.66,19.50375072129256
18101,290,28.26,10.261854210898797
18102,303,21.9,13.835616438356166
18103,1369,31.82,43.02325581395349
18104,134,17.63,7.600680657969371
18105,459,26.22,17.50572082379863
18106,263,15.75,16.6984126984127
18107,123,2.92,42.12328767123288
18108,3168,52.7,60.11385199240986
18109,1720,25.27,68.06489908982984
18110,965,49.87,19.350310808101064
18111,187,20.86,8.964525407478428
18112,282,27.83,10.132950053898671
18113,179,17.67,10.130164119977362
18114,223,27.48,8.114992721979622
18115,786,98.74,7.960299777192628
18116,273,28.09,9.7187611249555
18117,503,37.34,13.470808784145687
18118,1317,17.33,75.99538372763993
18119,204,27.3,7.472527472527473
18120,588,25.73,22.852701127089002
18121,93,13.36,6.961077844311378
18122,220,10.5,20.952380952380953
18124,297,30.74,9.661678594664933
18125,1075,15.98,67.27158948685857
18126,1373,25.97,52.86869464767039
18127,1358,21.88,62.065813528336385
18128,168,13.17,12.75626423690205
18129,228,22.06,10.335448776065277
18130,298,34.15,8.726207906295754
18131,34,5.33,6.378986866791744
18132,136,29.54,4.603926878808395
18133,1593,32.87,48.463644660784915
18134,661,13.84,47.76011560693642
18135,236,26.95,8.7569573283859
18136,304,29.03,10.471925594212882
18137,495,25.89,19.119351100811123
18138,1916,37.66,50.876261285183226
18139,652,9.88,65.99190283400809
